Gene ID	source_id	Genomic Location (Gene)	Product Description	Selected Samples that match	Sum of Unique Peptides (Within Samples)	Unique Peptides (Across Samples)
PF3D7_1015000	PF3D7_1015000.1	Pf3D7_10_v3:610,620..612,631(+)	FAD synthetase, putative	6	37	11
PF3D7_1015100	PF3D7_1015100.1	Pf3D7_10_v3:612,249..614,317(-)	CWC16 domain-containing protein, putative	4	4	3
PF3D7_1015200	PF3D7_1015200.1	Pf3D7_10_v3:614,363..618,032(-)	cysteine--tRNA ligase	16	224	45
PF3D7_1015200	PF3D7_1015200.2	Pf3D7_10_v3:614,363..618,032(-)	cysteine--tRNA ligase	16	224	45
PF3D7_1015200	PF3D7_1015200.3	Pf3D7_10_v3:614,363..618,032(-)	cysteine--tRNA ligase	16	224	45
PF3D7_1015300	PF3D7_1015300.1	Pf3D7_10_v3:617,544..620,659(+)	methionine aminopeptidase 1b, putative	16	35	25
PF3D7_1015400	PF3D7_1015400.1	Pf3D7_10_v3:620,802..623,974(+)	RMI1 domain-containing protein, putative	4	12	10
PF3D7_1015500	PF3D7_1015500.1	Pf3D7_10_v3:623,873..626,190(-)	nucleotidyltransferase, putative	1	1	1
PF3D7_1015600	PF3D7_1015600.1	Pf3D7_10_v3:626,211..629,040(-)	heat shock protein 60	30	496	72
PF3D7_1015700	PF3D7_1015700.1	Pf3D7_10_v3:629,909..632,135(-)	tubulin binding cofactor c, putative	1	1	1
PF3D7_1015800	PF3D7_1015800.1	Pf3D7_10_v3:632,488..635,500(+)	ribonucleoside-diphosphate reductase small chain, putative	13	179	33
PF3D7_1015900	PF3D7_1015900.1	Pf3D7_10_v3:636,671..639,498(+)	enolase	42	829	162
PF3D7_1016000	PF3D7_1016000.1	Pf3D7_10_v3:640,507..643,699(+)	conserved Plasmodium protein, unknown function	7	29	15
PF3D7_1016100	PF3D7_1016100.1	Pf3D7_10_v3:643,558..644,331(-)	conserved Plasmodium protein, unknown function	4	10	3
PF3D7_1016200	PF3D7_1016200.1	Pf3D7_10_v3:645,557..647,959(+)	Rab3 GTPase-activating protein non-catalytic subunit, putative	3	7	6
PF3D7_1016300	PF3D7_1016300.1	Pf3D7_10_v3:648,012..654,565(-)	GBP130 protein	30	246	44
PF3D7_1016400	PF3D7_1016400.1	Pf3D7_10_v3:656,455..659,983(-)	serine/threonine protein kinase, FIKK family	10	26	17
PF3D7_1016500	PF3D7_1016500.1	Pf3D7_10_v3:660,965..664,407(-)	Plasmodium exported protein (PHISTc), unknown function	2	4	4
PF3D7_1016700	PF3D7_1016700.1	Pf3D7_10_v3:668,764..673,661(-)	Plasmodium exported protein (PHISTc), unknown function	2	3	3
PF3D7_1016900	PF3D7_1016900.1	Pf3D7_10_v3:680,750..683,255(-)	early transcribed membrane protein 10.3	11	37	13
PF3D7_1017000	PF3D7_1017000.1	Pf3D7_10_v3:684,798..689,366(+)	DNA polymerase delta catalytic subunit	17	209	59
PF3D7_1017100	PF3D7_1017100.1	Pf3D7_10_v3:689,308..692,024(-)	rhoptry neck protein 12	9	55	22
PF3D7_1017300	PF3D7_1017300.1	Pf3D7_10_v3:694,276..696,787(-)	golgi re-assembly stacking protein 1, golgi re-assembly stacking protein 2	7	16	7
PF3D7_1017300	PF3D7_1017300.2	Pf3D7_10_v3:694,276..696,787(-)	golgi re-assembly stacking protein 1, golgi re-assembly stacking protein 2	7	16	7
PF3D7_1017400	PF3D7_1017400.1	Pf3D7_10_v3:697,137..700,274(-)	phosphomannomutase	9	60	20
PF3D7_1017500	PF3D7_1017500.1	Pf3D7_10_v3:701,258..703,707(+)	myosin essential light chain ELC	17	80	27
PF3D7_1017600	PF3D7_1017600.1	Pf3D7_10_v3:704,574..708,773(+)	conserved Plasmodium protein, unknown function	7	16	12
PF3D7_1017700	PF3D7_1017700.1	Pf3D7_10_v3:708,922..711,037(+)	conserved Plasmodium protein, unknown function	2	2	2
PF3D7_1017800	PF3D7_1017800.1	Pf3D7_10_v3:710,430..714,997(-)	conserved Plasmodium protein, unknown function	1	1	1
PF3D7_1017900	PF3D7_1017900.1	Pf3D7_10_v3:715,264..718,031(+)	26S proteasome regulatory subunit p55, putative	20	194	36
PF3D7_1018100	PF3D7_1018100.1	Pf3D7_10_v3:720,551..721,399(+)	conserved Plasmodium protein, unknown function	4	24	10
PF3D7_1018200	PF3D7_1018200.1	Pf3D7_10_v3:721,351..728,431(-)	pseudophosphatase PPP8	9	50	44
PF3D7_1018300	PF3D7_1018300.1	Pf3D7_10_v3:729,698..733,223(-)	peptidase, putative	5	12	7
PF3D7_1018500	PF3D7_1018500.1	Pf3D7_10_v3:735,567..737,313(-)	pre-mRNA-splicing factor RDS3, putative	3	13	8
PF3D7_1018600	PF3D7_1018600.1	Pf3D7_10_v3:737,590..745,840(-)	tRNA wybutosine-synthesizing protein, putative	7	45	39
PF3D7_1019000	PF3D7_1019000.1	Pf3D7_10_v3:756,646..765,280(+)	eukaryotic translation initiation factor subunit eIF2A, putative	16	109	81
PF3D7_1019100	PF3D7_1019100.1	Pf3D7_10_v3:765,846..772,310(-)	conserved Plasmodium protein, unknown function	5	25	22
PF3D7_1019300	PF3D7_1019300.1	Pf3D7_10_v3:774,610..783,466(-)	zinc finger protein, putative	1	3	3
PF3D7_1019400	PF3D7_1019400.1	Pf3D7_10_v3:785,374..787,414(+)	60S ribosomal protein L30e, putative	31	84	16
PF3D7_1019500	PF3D7_1019500.1	Pf3D7_10_v3:787,427..795,435(-)	TMEM94 domain-containing protein, putative	2	2	2
PF3D7_1019500	PF3D7_1019500.2	Pf3D7_10_v3:787,427..795,435(-)	TMEM94 domain-containing protein, putative	2	2	2
PF3D7_1019600	PF3D7_1019600.1	Pf3D7_10_v3:795,758..800,122(+)	conserved Plasmodium protein, unknown function	7	14	12
PF3D7_1019700	PF3D7_1019700.1	Pf3D7_10_v3:800,211..803,696(-)	conserved Plasmodium protein, unknown function	7	17	16
PF3D7_1019900	PF3D7_1019900.1	Pf3D7_10_v3:808,483..810,465(-)	autophagy-related protein 8	13	35	12
PF3D7_1020000	PF3D7_1020000.1	Pf3D7_10_v3:810,485..813,996(-)	RNA-binding protein 34, putative	5	5	5
PF3D7_1020100	PF3D7_1020100.1	Pf3D7_10_v3:813,999..815,283(-)	flagellar outer arm dynein-associated protein, putative	7	19	8
PF3D7_1020300	PF3D7_1020300.1	Pf3D7_10_v3:819,637..822,447(+)	cytoplasmic dynein intermediate chain, putative	8	47	29
PF3D7_1020400	PF3D7_1020400.1	Pf3D7_10_v3:822,220..824,901(-)	rRNA (cytosine-C(5))-methyltransferase, putative	1	3	3
PF3D7_1020600	PF3D7_1020600.1	Pf3D7_10_v3:827,488..834,798(+)	conserved Plasmodium membrane protein, unknown function	3	16	12
PF3D7_1020700	PF3D7_1020700.1	Pf3D7_10_v3:834,833..840,001(+)	N-acetyltransferase, GNAT family, putative	11	22	16
PF3D7_1020800	PF3D7_1020800.1	Pf3D7_10_v3:840,010..843,472(+)	dihydrolipoamide acyltransferase component E2	3	31	23
PF3D7_1020900	PF3D7_1020900.1	Pf3D7_10_v3:844,628..847,550(-)	ADP-ribosylation factor 1	27	193	31
PF3D7_1021100	PF3D7_1021100.1	Pf3D7_10_v3:850,616..856,824(-)	conserved Plasmodium protein, unknown function	13	103	47
PF3D7_1021200	PF3D7_1021200.1	Pf3D7_10_v3:857,492..859,989(-)	conserved Plasmodium protein, unknown function	8	45	22
PF3D7_1021300	PF3D7_1021300.1	Pf3D7_10_v3:860,822..863,146(-)	apicoplast integral membrane protein, putative	2	3	3
PF3D7_1021400	PF3D7_1021400.1	Pf3D7_10_v3:863,425..867,311(+)	endomembrane protein 70, putative	13	33	15
PF3D7_1021500	PF3D7_1021500.1	Pf3D7_10_v3:867,337..870,148(-)	ATP-dependent RNA helicase ROK1, putative	3	9	7
PF3D7_1021600	PF3D7_1021600.1	Pf3D7_10_v3:870,416..873,015(+)	deoxyribose-phosphate aldolase, putative	18	215	41
PF3D7_1021700	PF3D7_1021700.1	Pf3D7_10_v3:872,294..895,304(-)	VPS13 domain-containing protein, putative	12	78	68
PF3D7_1021800	PF3D7_1021800.1	Pf3D7_10_v3:895,818..903,665(-)	schizont egress antigen-1	9	56	46
PF3D7_1021900	PF3D7_1021900.1	Pf3D7_10_v3:904,858..914,036(-)	PHAX domain-containing protein, putative	31	285	127
PF3D7_1022000	PF3D7_1022000.1	Pf3D7_10_v3:918,062..925,141(+)	RNA-binding protein UIS12, putative	7	10	9
PF3D7_1022100	PF3D7_1022100.1	Pf3D7_10_v3:925,036..926,519(-)	methyltransferase, putative	3	5	2
PF3D7_1022300	PF3D7_1022300.1	Pf3D7_10_v3:931,776..934,833(+)	ZIP domain-containing protein, putative	1	1	1
PF3D7_1022400	PF3D7_1022400.1	Pf3D7_10_v3:939,330..942,546(-)	serine/arginine-rich splicing factor 4	21	118	49
PF3D7_1022500	PF3D7_1022500.1	Pf3D7_10_v3:943,794..946,858(-)	citrate synthase, mitochondrial, putative	12	101	26
PF3D7_1022600	PF3D7_1022600.1	Pf3D7_10_v3:948,397..952,528(+)	kelch protein K10	6	12	8
PF3D7_1022700	PF3D7_1022700.1	Pf3D7_10_v3:951,189..953,537(-)	phospholipid scramblase	14	81	20
PF3D7_1022800	PF3D7_1022800.1	Pf3D7_10_v3:955,084..958,629(+)	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)	2	2	2
PF3D7_1022900	PF3D7_1022900.1	Pf3D7_10_v3:958,464..960,482(-)	cytochrome c oxidase subunit ApiCOX13, putative	6	13	7
PF3D7_1023000	PF3D7_1023000.1	Pf3D7_10_v3:960,653..962,723(-)	conserved Plasmodium protein, unknown function	9	44	23
PF3D7_1023100	PF3D7_1023100.1	Pf3D7_10_v3:963,497..980,560(-)	dynein heavy chain, putative	10	665	293
PF3D7_1023200	PF3D7_1023200.1	Pf3D7_10_v3:981,920..983,627(+)	orotidine 5'-phosphate decarboxylase	9	60	15
PF3D7_1023400	PF3D7_1023400.1	Pf3D7_10_v3:984,452..987,300(+)	HORMA domain protein, putative	3	8	5
PF3D7_1023600	PF3D7_1023600.1	Pf3D7_10_v3:987,358..990,148(-)	conserved protein, unknown function	4	28	15
PF3D7_1023700	PF3D7_1023700.1	Pf3D7_10_v3:991,147..993,420(+)	conserved Plasmodium protein, unknown function	5	93	35
PF3D7_1023800	PF3D7_1023800.1	Pf3D7_10_v3:994,299..997,092(+)	conserved Plasmodium protein, unknown function	2	19	19
PF3D7_1023900	PF3D7_1023900.1	Pf3D7_10_v3:996,807..1,010,012(-)	chromodomain-helicase-DNA-binding protein 1 homolog, putative	30	341	166
PF3D7_1024000	PF3D7_1024000.1	Pf3D7_10_v3:1,014,459..1,016,982(+)	conserved Plasmodium protein, unknown function	1	1	1
PF3D7_1024100	PF3D7_1024100.1	Pf3D7_10_v3:1,016,823..1,020,866(-)	ookinete maturation gene OMG1, putative	4	48	47
PF3D7_1024300	PF3D7_1024300.1	Pf3D7_10_v3:1,022,202..1,023,132(+)	ATP synthase-associated protein, putative	12	45	10
PF3D7_1024400	PF3D7_1024400.1	Pf3D7_10_v3:1,023,189..1,025,165(-)	conserved Plasmodium protein, unknown function	5	34	20
PF3D7_1024500	PF3D7_1024500.1	Pf3D7_10_v3:1,025,576..1,027,071(+)	conserved Plasmodium protein, unknown function	8	15	6
PF3D7_1024600	PF3D7_1024600.1	Pf3D7_10_v3:1,026,920..1,029,574(-)	RAP protein, putative	1	1	1
PF3D7_1024700	PF3D7_1024700.1	Pf3D7_10_v3:1,029,659..1,031,835(+)	conserved protein, unknown function	2	2	2
PF3D7_1024800	PF3D7_1024800.1	Pf3D7_10_v3:1,032,432..1,040,157(+)	exported protein 3	18	211	62
PF3D7_1025000	PF3D7_1025000.1	Pf3D7_10_v3:1,045,271..1,051,309(-)	Eps15-like protein	25	109	53
PF3D7_1025100	PF3D7_1025100.1	Pf3D7_10_v3:1,051,357..1,055,540(+)	glutamine--fructose-6-phosphate aminotransferase [isomerizing], putative	11	47	19
PF3D7_1025200	PF3D7_1025200.1	Pf3D7_10_v3:1,055,678..1,057,237(-)	ATP synthase mitochondrial F1 complex assembly factor 2, putative	1	1	1
PF3D7_1025300	PF3D7_1025300.1	Pf3D7_10_v3:1,057,640..1,060,718(-)	conserved protein, unknown function	16	117	43
PF3D7_1025400	PF3D7_1025400.1	Pf3D7_10_v3:1,060,944..1,067,485(-)	conserved Plasmodium membrane protein, unknown function	2	4	4
PF3D7_1025500	PF3D7_1025500.1	Pf3D7_10_v3:1,067,652..1,086,992(-)	dynein, putative	6	114	95
PF3D7_1025600	PF3D7_1025600.1	Pf3D7_10_v3:1,087,985..1,088,417(+)	cytochrome c oxidase copper chaperone, putative	4	14	11
PF3D7_1025800	PF3D7_1025800.1	Pf3D7_10_v3:1,089,527..1,090,903(-)	respiratory chain complex 4 associated protein 2	6	11	4
PF3D7_1025900	PF3D7_1025900.1	Pf3D7_10_v3:1,090,935..1,098,006(-)	conserved protein, unknown function	14	68	43
PF3D7_1026000	PF3D7_1026000.1	Pf3D7_10_v3:1,098,008..1,100,175(-)	conserved Plasmodium protein, unknown function	9	12	10
PF3D7_1026500	PF3D7_1026500.1	Pf3D7_10_v3:1,112,098..1,113,190(-)	conserved Plasmodium protein, unknown function	2	9	8
PF3D7_1026600	PF3D7_1026600.1	Pf3D7_10_v3:1,113,232..1,119,224(-)	conserved Plasmodium protein, unknown function	9	49	40
PF3D7_1026800	PF3D7_1026800.1	Pf3D7_10_v3:1,121,930..1,124,959(+)	40S ribosomal protein S2	27	251	53
PF3D7_1026900	PF3D7_1026900.1	Pf3D7_10_v3:1,125,283..1,126,167(+)	biotin--protein ligase 1	5	32	11
PF3D7_1027000	PF3D7_1027000.1	Pf3D7_10_v3:1,126,277..1,132,406(-)	conserved Plasmodium protein, unknown function	2	2	2
PF3D7_1027100	PF3D7_1027100.1	Pf3D7_10_v3:1,133,359..1,136,667(-)	U3 small nucleolar ribonucleoprotein protein MPP10, putative	5	9	8
PF3D7_1027300	PF3D7_1027300.1	Pf3D7_10_v3:1,139,669..1,144,013(-)	peroxiredoxin	42	301	57
PF3D7_1027400	PF3D7_1027400.1	Pf3D7_10_v3:1,145,400..1,147,484(-)	DNA-directed RNA polymerase II subunit RPB7, putative	12	23	9
PF3D7_1027700	PF3D7_1027700.1	Pf3D7_10_v3:1,150,507..1,152,207(-)	centrin-3	15	67	24
PF3D7_1027700	PF3D7_1027700.2	Pf3D7_10_v3:1,150,507..1,152,207(-)	centrin-3	15	67	24
PF3D7_1027800	PF3D7_1027800.1	Pf3D7_10_v3:1,153,081..1,155,488(-)	60S ribosomal protein L3	33	285	65
PF3D7_1028100	PF3D7_1028100.1	Pf3D7_10_v3:1,163,786..1,165,615(+)	protoporphyrinogen oxidase	1	1	1
PF3D7_1028200	PF3D7_1028200.1	Pf3D7_10_v3:1,165,685..1,167,543(-)	RING zinc finger protein, putative	4	5	4
PF3D7_1028300	PF3D7_1028300.1	Pf3D7_10_v3:1,167,709..1,169,301(-)	rRNA-processing protein EBP2, putative	4	11	6
PF3D7_1028400	PF3D7_1028400.1	Pf3D7_10_v3:1,169,547..1,171,684(+)	ribosome biogenesis protein RPF2, putative	7	14	10
PF3D7_1028500	PF3D7_1028500.1	Pf3D7_10_v3:1,171,988..1,175,373(-)	partial CSTF domain-containing protein, putative	3	5	5
PF3D7_1028600	PF3D7_1028600.1	Pf3D7_10_v3:1,176,028..1,177,887(-)	conserved Plasmodium protein, unknown function	16	34	11
PF3D7_1028700	PF3D7_1028700.1	Pf3D7_10_v3:1,179,469..1,183,381(+)	merozoite TRAP-like protein	10	40	17
PF3D7_1028800	PF3D7_1028800.1	Pf3D7_10_v3:1,183,033..1,184,346(-)	conserved protein, unknown function	2	2	1
PF3D7_1028900	PF3D7_1028900.1	Pf3D7_10_v3:1,184,559..1,186,461(-)	inner membrane complex protein 1m, putative	10	57	30
PF3D7_1029100	PF3D7_1029100.1	Pf3D7_10_v3:1,189,990..1,195,098(+)	conserved Plasmodium protein, unknown function	2	2	2
PF3D7_1029100	PF3D7_1029100.2	Pf3D7_10_v3:1,189,990..1,195,098(+)	conserved Plasmodium protein, unknown function	2	2	2
PF3D7_1029200	PF3D7_1029200.1	Pf3D7_10_v3:1,195,142..1,197,783(+)	WD repeat-containing protein, putative	2	3	3
PF3D7_1029400	PF3D7_1029400.1	Pf3D7_10_v3:1,200,735..1,203,235(-)	cell division control protein CDC50C	15	42	23
PF3D7_1029500	PF3D7_1029500.1	Pf3D7_10_v3:1,204,346..1,204,762(-)	conserved Plasmodium protein, unknown function	4	16	8
PF3D7_1029600	PF3D7_1029600.1	Pf3D7_10_v3:1,204,815..1,207,912(+)	adenosine deaminase	27	378	73
PF3D7_1029700	PF3D7_1029700.1	Pf3D7_10_v3:1,208,198..1,210,914(-)	conserved Plasmodium protein, unknown function	1	11	11
PF3D7_1029800	PF3D7_1029800.1	Pf3D7_10_v3:1,211,524..1,213,888(-)	heptatricopeptide repeat and RAP domain-containing protein, putative	1	1	1
PF3D7_1029900	PF3D7_1029900.1	Pf3D7_10_v3:1,216,830..1,222,661(+)	ORC3 domain-containing protein, putative	7	74	45
PF3D7_1030000	PF3D7_1030000.1	Pf3D7_10_v3:1,223,136..1,224,517(+)	transcription elongation factor SPT4, putative	15	25	12
PF3D7_1030100	PF3D7_1030100.1	Pf3D7_10_v3:1,223,717..1,229,643(-)	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative	13	39	28
PF3D7_1030200	PF3D7_1030200.1	Pf3D7_10_v3:1,229,987..1,233,020(-)	claudin-like apicomplexan microneme protein, putative	7	23	16
PF3D7_1030300	PF3D7_1030300.1	Pf3D7_10_v3:1,233,044..1,238,180(-)	conserved Plasmodium protein, unknown function	3	4	4
PF3D7_1030500	PF3D7_1030500.1	Pf3D7_10_v3:1,243,547..1,245,815(+)	26S proteasome regulatory subunit RPN9, putative	21	147	31
PF3D7_1030600	PF3D7_1030600.1	Pf3D7_10_v3:1,245,421..1,247,811(-)	tRNA N6-adenosine threonylcarbamoyltransferase	8	15	8
PF3D7_1030900	PF3D7_1030900.1	Pf3D7_10_v3:1,251,151..1,251,807(-)	ookinete surface protein P28	2	4	4
PF3D7_1031000	PF3D7_1031000.1	Pf3D7_10_v3:1,253,373..1,254,412(-)	ookinete surface protein P25	5	38	13
PF3D7_1031100	PF3D7_1031100.1	Pf3D7_10_v3:1,254,553..1,256,102(-)	conserved Plasmodium protein, unknown function	2	2	2
PF3D7_1031200	PF3D7_1031200.1	Pf3D7_10_v3:1,256,560..1,258,903(+)	MORN repeat-containing protein 1	8	21	10
PF3D7_1031300	PF3D7_1031300.1	Pf3D7_10_v3:1,259,098..1,263,892(+)	SAE2 domain-containing protein, putative	9	31	24
PF3D7_1031400	PF3D7_1031400.1	Pf3D7_10_v3:1,263,906..1,269,524(+)	OTU-like cysteine protease	9	51	29
PF3D7_1031400	PF3D7_1031400.2	Pf3D7_10_v3:1,263,906..1,269,524(+)	OTU-like cysteine protease	9	51	29
PF3D7_1031500	PF3D7_1031500.1	Pf3D7_10_v3:1,269,537..1,274,166(+)	ATP-dependent DNA helicase DDX3X	5	6	5
PF3D7_1031600	PF3D7_1031600.1	Pf3D7_10_v3:1,274,939..1,280,545(+)	protein GEXP15	11	28	24
PF3D7_1031700	PF3D7_1031700.1	Pf3D7_10_v3:1,280,547..1,282,279(+)	protein phosphatase inhibitor 3	2	4	4
PF3D7_1031800	PF3D7_1031800.1	Pf3D7_10_v3:1,282,058..1,284,276(-)	conserved protein, unknown function	6	13	12
PF3D7_1032000	PF3D7_1032000.1	Pf3D7_10_v3:1,287,320..1,290,508(-)	ribosome maturation factor RimM, putative	2	2	2
PF3D7_1032100	PF3D7_1032100.1	Pf3D7_10_v3:1,292,394..1,298,406(+)	mRNA-decapping enzyme subunit 1, putative	16	72	48
PF3D7_1032200	PF3D7_1032200.1	Pf3D7_10_v3:1,298,327..1,299,141(-)	conserved Plasmodium protein, unknown function	2	4	2
PF3D7_1032500	PF3D7_1032500.1	Pf3D7_10_v3:1,305,485..1,308,052(-)	DER1-like protein, putative	14	23	5
PF3D7_1032600	PF3D7_1032600.1	Pf3D7_10_v3:1,308,244..1,310,077(+)	conserved protein, unknown function	6	17	8
PF3D7_1032700	PF3D7_1032700.1	Pf3D7_10_v3:1,310,085..1,313,049(-)	conserved Plasmodium protein, unknown function	7	13	10
PF3D7_1032800	PF3D7_1032800.1	Pf3D7_10_v3:1,313,214..1,315,135(-)	leucine-rich repeat protein 1	14	91	25
PF3D7_1032900	PF3D7_1032900.1	Pf3D7_10_v3:1,315,145..1,321,148(-)	RNA polymerase II-associated protein 1, putative	4	4	4
PF3D7_1033100	PF3D7_1033100.1	Pf3D7_10_v3:1,323,813..1,331,955(-)	S-adenosylmethionine decarboxylase/ornithine decarboxylase	13	47	40
PF3D7_1033200	PF3D7_1033200.1	Pf3D7_10_v3:1,333,997..1,336,551(+)	early transcribed membrane protein 10.2	34	224	54
PF3D7_1033300	PF3D7_1033300.1	Pf3D7_10_v3:1,337,559..1,339,195(-)	conserved protein, unknown function	7	12	8
PF3D7_1033400	PF3D7_1033400.1	Pf3D7_10_v3:1,339,140..1,341,120(+)	haloacid dehalogenase-like hydrolase	19	152	29
PF3D7_1033500	PF3D7_1033500.1	Pf3D7_10_v3:1,341,631..1,344,010(+)	WD repeat-containing protein 70, putative	10	18	12
PF3D7_1033600	PF3D7_1033600.1	Pf3D7_10_v3:1,344,081..1,347,509(-)	pre-mRNA-splicing factor CEF1, putative	10	21	19
PF3D7_1033700	PF3D7_1033700.1	Pf3D7_10_v3:1,347,681..1,350,687(+)	bromodomain protein 1	29	163	50
PF3D7_1033900	PF3D7_1033900.1	Pf3D7_10_v3:1,354,427..1,357,118(-)	ubiquitin-conjugating enzyme E2, putative	8	16	6
PF3D7_1034000	PF3D7_1034000.1	Pf3D7_10_v3:1,359,257..1,361,309(-)	Sec1 family protein, putative	16	93	28
PF3D7_1034100	PF3D7_1034100.1	Pf3D7_10_v3:1,362,149..1,363,069(-)	conserved protein, unknown function	4	11	5
PF3D7_1034300	PF3D7_1034300.1	Pf3D7_10_v3:1,365,099..1,366,691(+)	thioredoxin-like associated protein 2, putative	1	1	1
PF3D7_1034400	PF3D7_1034400.1	Pf3D7_10_v3:1,366,770..1,369,652(-)	flavoprotein subunit of succinate dehydrogenase	15	108	31
PF3D7_1034500	PF3D7_1034500.1	Pf3D7_10_v3:1,369,717..1,376,708(+)	armadillo repeat protein, putative	5	10	9
PF3D7_1034600	PF3D7_1034600.1	Pf3D7_10_v3:1,376,452..1,377,978(-)	translation initiation factor IF-3, putative	1	1	1
PF3D7_1034700	PF3D7_1034700.1	Pf3D7_10_v3:1,378,257..1,379,876(+)	ADP-ribosylation factor, putative	10	32	10
PF3D7_1034900	PF3D7_1034900.1	Pf3D7_10_v3:1,383,164..1,386,554(+)	methionine--tRNA ligase	24	517	89
PF3D7_1035000	PF3D7_1035000.1	Pf3D7_10_v3:1,386,295..1,390,034(-)	U2 snRNA/tRNA pseudouridine synthase, putative	3	6	6
PF3D7_1035200	PF3D7_1035200.1	Pf3D7_10_v3:1,393,856..1,397,323(+)	S-antigen	5	14	8
PF3D7_1035300	PF3D7_1035300.1	Pf3D7_10_v3:1,398,801..1,403,741(+)	glutamate-rich protein GLURP	8	79	51
PF3D7_1035400	PF3D7_1035400.1	Pf3D7_10_v3:1,403,807..1,406,234(+)	merozoite surface protein 3	7	24	11
PF3D7_1035500	PF3D7_1035500.1	Pf3D7_10_v3:1,406,658..1,409,053(+)	merozoite surface protein 6	7	27	14
PF3D7_1035600	PF3D7_1035600.1	Pf3D7_10_v3:1,409,095..1,410,806(+)	merozoite surface protein	2	5	5
PF3D7_1035700	PF3D7_1035700.1	Pf3D7_10_v3:1,412,641..1,416,363(+)	duffy binding-like merozoite surface protein	12	49	25
PF3D7_1035900	PF3D7_1035900.1	Pf3D7_10_v3:1,423,666..1,425,959(+)	merozoites-associated armadillo repeats protein	5	53	33
PF3D7_1036000	PF3D7_1036000.1	Pf3D7_10_v3:1,426,843..1,429,332(+)	merozoite surface protein 11	1	5	5
PF3D7_1036400	PF3D7_1036400.1	Pf3D7_10_v3:1,436,316..1,439,804(+)	liver stage antigen 1	1	1	1
PF3D7_1036700	PF3D7_1036700.1	Pf3D7_10_v3:1,445,542..1,447,915(-)	phosducin-like protein 2, putative	4	5	4
PF3D7_1036800	PF3D7_1036800.1	Pf3D7_10_v3:1,447,919..1,451,772(-)	acetyl-CoA transporter 1, putative	6	25	12
PF3D7_1036900	PF3D7_1036900.1	Pf3D7_10_v3:1,452,558..1,460,998(-)	conserved Plasmodium protein, unknown function	36	545	160
PF3D7_1037000	PF3D7_1037000.1	Pf3D7_10_v3:1,461,927..1,469,867(+)	DNA polymerase zeta catalytic subunit, putative	1	2	2
PF3D7_1037100	PF3D7_1037100.1	Pf3D7_10_v3:1,469,672..1,472,655(-)	pyruvate kinase 2	14	136	39
PF3D7_1037300	PF3D7_1037300.1	Pf3D7_10_v3:1,476,917..1,480,703(-)	ADP,ATP carrier protein 1	30	226	32
PF3D7_1037500	PF3D7_1037500.1	Pf3D7_10_v3:1,487,741..1,490,305(+)	dynamin-like protein	9	52	24
PF3D7_1037600	PF3D7_1037600.1	Pf3D7_10_v3:1,490,767..1,494,398(+)	TFIIH basal transcription factor complex helicase XPB subunit, putative	7	13	12
PF3D7_1037700	PF3D7_1037700.1	Pf3D7_10_v3:1,495,330..1,496,999(+)	enhancer of rudimentary homolog, putative	17	47	8
PF3D7_1037800	PF3D7_1037800.1	Pf3D7_10_v3:1,497,096..1,502,155(-)	WD repeat-containing protein, putative	3	21	16
PF3D7_1038000	PF3D7_1038000.1	Pf3D7_10_v3:1,504,966..1,507,544(+)	antigen UB05	21	48	12
PF3D7_1038000	PF3D7_1038000.2	Pf3D7_10_v3:1,504,966..1,507,544(+)	antigen UB05	21	48	12
PF3D7_1038100	PF3D7_1038100.1	Pf3D7_10_v3:1,507,084..1,510,762(-)	GDP dissociation inhibitor, putative	7	28	12
PF3D7_1038300	PF3D7_1038300.1	Pf3D7_10_v3:1,512,190..1,514,416(-)	conserved Plasmodium protein, unknown function	4	25	10
PF3D7_1038400	PF3D7_1038400.1	Pf3D7_10_v3:1,518,290..1,548,390(+)	gametocyte-specific protein	8	207	77
PF3D7_1038500	PF3D7_1038500.1	Pf3D7_10_v3:1,547,991..1,550,117(-)	Plasmodium exported protein, unknown function	1	1	1
PF3D7_1038800	PF3D7_1038800.1	Pf3D7_10_v3:1,556,587..1,561,332(+)	RESA-like protein with PHIST and DnaJ domains	2	5	5
PF3D7_1038900	PF3D7_1038900.1	Pf3D7_10_v3:1,561,978..1,564,670(+)	esterase, putative	6	69	26
PF3D7_1039000	PF3D7_1039000.1	Pf3D7_10_v3:1,567,784..1,572,695(+)	serine/threonine protein kinase, FIKK family	6	13	11
PF3D7_1039700	PF3D7_1039700.1	Pf3D7_10_v3:1,591,578..1,592,367(-)	Pfmc-2TM Maurer's cleft two transmembrane protein	5	15	10
PF3D7_1040400	PF3D7_1040400.1	Pf3D7_10_v3:1,612,530..1,613,735(+)	rifin	1	1	1
PF3D7_1040800	PF3D7_1040800.1	Pf3D7_10_v3:1,625,772..1,626,824(+)	rifin	1	2	2
PF3D7_1100100	PF3D7_1100100.1	Pf3D7_11_v3:24,160..31,598(+)	erythrocyte membrane protein 1, PfEMP1	2	7	7
PF3D7_1100200	PF3D7_1100200.1	Pf3D7_11_v3:32,666..42,386(-)	erythrocyte membrane protein 1, PfEMP1	2	5	5
PF3D7_1100400	PF3D7_1100400.1	Pf3D7_11_v3:48,112..49,307(+)	rifin	1	1	1
